Time,Team,Cap,Cap Number,Player Name,Action,Action Detail,Score,teams_in_game
--:--,UC Irvine (M),12.0,Jack Stevens,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),8.0,Dylan Patist,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),10.0,Luka Krstic,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),16.0,Tyler Laymon,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),5.0,Marc Frigola,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),5.0,Jake Liechty,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),10.0,Luka Krstic,Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Yellow Card,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),8.0,Riley Catino,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),8.0,Riley Catino,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),1.0,Jacob Pyle,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),8.0,Dylan Patist,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),4.0,Tyler Padua,Steal,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),3.0,Samuel Otta,Steal,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),,,Sprint (winner),,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),8.0,Riley Catino,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),5.0,Marc Frigola,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),5.0,Marc Frigola,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),5.0,Marc Frigola,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),21.0,Wyley Dale,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),21.0,Wyley Dale,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),12.0,Jack Stevens,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),12.0,Jack Stevens,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),8.0,Dylan Patist,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),4.0,Tyler Padua,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),3.0,Samuel Otta,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),3.0,Samuel Otta,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),3.0,Samuel Otta,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),2.0,Thomas Cass,Missed Shot,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),21.0,Bruno Chiappini,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),9.0,Robert Lopez Duart,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),9.0,Robert Lopez Duart,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),9.0,Robert Lopez Duart,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),9.0,Robert Lopez Duart,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),9.0,Robert Lopez Duart,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),10.0,Abdelrahman Soliman,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),8.0,Riley Catino,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),5.0,Marc Frigola,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),2.0,Alexander Makshanoff,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),21.0,Wyley Dale,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),17.0,Zachary Baxter,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),13.0,Johann Thrall,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),12.0,Jack Stevens,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),11.0,Gage Verdegaal,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),9.0,Stewart Campbell,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),6.0,Ethan Shipman,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),5.0,Jake Liechty,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),4.0,Tyler Padua,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),4.0,Tyler Padua,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),3.0,Samuel Otta,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,UC Irvine (M),3.0,Samuel Otta,Earned Exclusion,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),1.0,Liam Ward,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),20.0,Guillermo Ocasio,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),11.0,Nikola Jancic,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),8.0,Riley Catino,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),6.0,Evan Cain,Block,,,,LBSU (M) UC Irvine (M)
--:--,LBSU (M),2.0,Alexander Makshanoff,Block,,,,LBSU (M) UC Irvine (M)
